Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,-9999
279,Brandon Graham,34,PHI,DE,17,1,0,0,0,0,1,2,0,0,0,0,11.0,35,19,16,11,16,0,AP CPoY-4,GrahBr99
280,Carlos Dunlap,33,KAN,DE,17,2,0,0,0,0,8,1,0,0,0,0,4.0,39,25,14,6,12,0,,DunlCa99
281,Charles Omenihu,25,SFO,DE,17,3,0,0,0,0,1,1,0,0,0,0,4.5,20,7,13,3,16,0,,OmenCh00
282,Arden Key,26,JAX,DE,17,3,0,0,0,0,2,0,0,1,0,0,4.5,27,16,11,5,15,0,,KeyxAr00
283,Dayo Odeyingbo,23,IND,DE,17,4,0,0,0,0,0,0,0,0,0,0,5.0,31,18,13,5,11,0,,OdeyDa00
284,Alex Wright,22,CLE,DE,17,5,0,0,0,0,5,0,0,1,0,0,0.0,28,13,15,2,0,0,,WrigAl01
285,Timmy Horne,25,ATL,DE,17,5,0,0,0,0,1,0,0,0,0,0,0.0,27,13,14,0,1,0,,HornTi00
286,DeMarcus Walker,28,TEN,DE,17,6,0,0,0,0,0,0,0,0,0,0,7.0,32,23,9,10,16,0,,WalkDe03
287,Denico Autry,32,TEN,DL,12,8,0,0,0,0,4,2,0,0,0,0,8.0,27,17,10,8,19,0,,AutrDe00
288,Mario Edwards,28,TEN,DL,13,7,0,0,0,0,1,0,0,0,0,0,3.0,17,11,6,4,11,0,,EdwaMa01
289,Marquise Copeland,25,LAR,DL,15,9,0,0,0,0,0,0,0,0,0,0,1.0,31,16,15,2,2,0,,CopeMa01
290,Jabari Zuniga,25,NOR,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,ZuniJa00
291,Marvin Wilson,24,PHI,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,WilsMa05
292,T.J. Smith,25,MIN,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,1,0,0,,SmitTJ00
293,Rayshad Nichols,23,BAL,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,,NichRa00
294,Donovan Jeter,24,WAS,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,JeteDo00
295,Vernon Butler,28,NYG,DT,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,ButlVe00
296,Christian Ringo,30,NOR,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,RingCh00
297,Roderick Perry,25,CLE,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,PerrRo01
298,David Moa,26,LAC,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,MoaxDa00
299,Elijah Garcia,24,DEN,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,GarcEl00
300,Prince Emili,24,BUF,DT,2,0,0,0,0,0,1,0,0,0,0,0,0.0,3,0,3,0,0,0,,EmilPr00
301,Domenique Davis,26,CIN,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,3,0,0,0,,DaviDo03
302,C.J. Brewer,25,BUF,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,BrewCJ00
303,Tanzel Smart,28,NYJ,DT,3,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,,SmarTa00
304,Manny Jones,23,ARI,DT,4,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,JoneMa07
305,Christian Covington,29,LAC,DT,4,0,0,0,0,0,0,0,0,0,0,0,0.0,12,3,9,1,0,0,,CoviCh00
306,Brandin Bryant,29,BUF,DT,4,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,BryaBr00
307,Chris Williams,24,IND,DT,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,1,0,,WillCh08
308,Brandon Williams,33,KAN,DT,5,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,1,2,0,,WillBr02
309,Tershawn Wharton,24,KAN,DT,5,0,0,0,0,0,0,0,0,0,0,0,1.0,8,4,4,1,4,0,,WharTe00
310,Sam Roberts,24,NWE,DT,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,RobeSa00
311,Phil Hoskins,25,CAR,DT,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,HoskPh00
312,D.J. Davidson,23,NYG,DT,5,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,DaviDJ00
313,Andrew Brown,27,CHI,DT,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,BrowAn05
314,Sam Okuayinonu,24,TEN,DT,6,0,0,0,0,0,0,0,0,0,0,0,0.5,11,3,8,0,1,0,,OkuaSa00
315,Tyeler Davison,30,LAC,DT,6,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,DaviTy01
316,Matthew Butler,23,LVR,DT,6,0,0,0,0,0,0,0,0,0,0,0,0.5,5,1,4,0,1,0,,ButlMa02
317,Taylor Stallworth,27,2TM,DT,7,0,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,1,0,0,,StalTa00
318,Akeem Spence,31,SFO,DT,7,0,0,0,0,0,0,0,0,0,0,0,0.0,10,4,6,0,0,0,,SpenAk00
319,Daviyon Nixon,24,CAR,DT,7,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,,NixoDa00
320,Jalen Dalton,25,ATL,DT,7,0,0,0,0,0,0,0,0,0,0,0,0.0,13,8,5,1,0,0,,DaltJa00
321,Ben Stille,25,2TM,DT,7,1,0,0,0,0,0,0,0,0,0,0,0.0,5,0,5,0,1,0,,StilBe00
322,Otito Ogbonnia,22,LAC,DT,7,1,0,0,0,0,0,0,0,0,0,0,0.0,14,13,1,1,0,0,,OgboOt00
323,Jay Tufele,23,CIN,DT,7,2,0,0,0,0,0,0,0,0,0,0,0.0,16,6,10,2,2,0,,TufeJa00
324,Ryder Anderson,24,NYG,DT,7,2,0,0,0,0,0,0,0,0,0,0,2.0,8,4,4,2,2,0,,AndeRy01
325,Kendal Vickers,27,LVR,DT,8,0,0,0,0,0,0,0,0,0,0,0,0.0,10,4,6,0,0,0,,VickKe00
326,Eyioma Uwazurike,24,DEN,DT,8,0,0,0,0,0,1,0,0,0,0,0,0.0,17,11,6,0,2,0,,UwazEy00
327,Ndamukong Suh,35,PHI,DT,8,0,0,0,0,0,0,0,0,0,0,0,1.0,10,4,6,0,2,0,,SuhxNd99
328,Kyle Peko,29,LVR,DT,8,0,0,0,0,0,1,0,0,0,0,0,0.0,11,5,6,0,0,0,,PekoKy00
329,Jonathan Harris,26,DEN,DT,8,4,0,0,0,0,0,0,0,0,0,0,0.0,20,13,7,2,1,0,,HarrJo05
330,T.Y. McGill,30,SFO,DT,9,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,2,2,0,,McGiT.00
331,Neil Farrell,24,LVR,DT,9,0,0,0,0,0,0,0,0,0,0,0,0.0,12,3,9,1,2,0,,FarrNe00
332,Michael Dwumfour,24,2TM,DT,9,0,0,0,0,0,0,0,0,1,0,0,0.0,8,7,1,0,3,0,,DwumMi00
333,Marlon Tuipulotu,23,PHI,DT,9,1,0,0,0,0,0,0,0,1,0,0,1.0,16,8,8,1,2,0,,TuipMa00
334,Jaleel Johnson,28,2TM,DT,9,1,0,0,0,0,0,0,0,1,0,0,1.0,15,11,4,0,2,0,,JohnJa09
335,Bobby Brown,22,LAR,DT,9,1,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,1,0,0,,BrowBo04
336,Breiden Fehoko,26,LAC,DT,9,3,0,0,0,0,0,0,0,0,0,0,0.0,23,10,13,1,0,0,,FehoBr01
337,Myles Adams,24,SEA,DT,10,0,0,0,0,0,1,0,0,0,0,0,0.0,16,6,10,1,1,0,,AdamMy00
338,Johnathan Hankins,30,2TM,DT,10,4,0,0,0,0,1,0,0,0,0,0,0.0,20,7,13,1,1,0,,HankJo00
339,Christian Barmore,23,NWE,DT,10,3,0,0,0,0,1,0,0,0,0,0,2.5,23,12,11,2,7,0,,BarmCh00
340,Josh Paschal,23,DET,DT,10,4,0,0,0,0,0,0,0,0,0,0,2.0,16,10,6,2,4,0,,PascJo00
341,Ross Blacklock,24,MIN,DT,11,0,0,0,0,0,0,0,0,0,0,0,1.0,2,2,0,2,1,0,,BlacRo00
342,Naquan Jones,24,TEN,DT,11,1,0,0,0,0,0,0,0,0,0,0,1.0,16,6,10,2,2,0,,JoneNa01
343,Khyiris Tonga,26,MIN,DT,11,2,0,0,0,0,4,0,0,0,0,0,0.5,28,12,16,1,2,0,,TongKh00
344,Isaiahh Loudermilk,25,PIT,DT,11,3,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,1,0,0,,LoudIs00
345,Henry Mondeaux,27,NYG,DT,11,4,0,0,0,0,0,0,0,0,0,0,0.0,16,5,11,1,0,0,,MondHe00
346,Aaron Donald,31,LAR,DT,11,11,0,0,0,0,2,1,0,1,0,0,5.0,49,27,22,10,11,0,PB,DonaAa00
347,Deadrin Senat,28,TAM,DT,12,0,0,0,0,0,0,0,0,0,0,0,1.0,17,10,7,2,2,0,,SenaDe00
348,Jordan Phillips,30,BUF,DT,12,1,0,0,0,0,2,0,0,0,0,0,1.5,20,9,11,3,6,0,,PhilJo01
349,Tommy Togiai,23,CLE,DT,12,2,0,0,0,0,1,0,0,1,0,0,0.5,13,3,10,0,2,0,,TogiTo00
350,Perrion Winfrey,22,CLE,DT,13,0,0,0,0,0,2,0,0,0,0,0,0.5,22,8,14,1,2,0,,WinfPe00
351,Trysten Hill,24,2TM,DT,13,0,0,0,0,0,0,0,0,0,0,0,1.0,12,10,2,5,5,0,,HillTr00
352,Malcolm Roach,24,NOR,DT,13,3,0,0,0,0,0,0,0,0,0,0,1.0,26,14,12,2,2,0,,RoacMa01
353,Bryan Mone,27,SEA,DT,13,3,0,0,0,0,1,0,0,0,0,0,0.0,25,15,10,2,1,0,,MoneBr00
354,Bravvion Roy,26,CAR,DT,13,4,1,3,0,3,3,0,0,0,0,0,0.0,17,4,13,0,1,0,,RoyxBr00
355,Jordan Davis,22,PHI,DT,13,5,0,0,0,0,1,0,0,0,0,0,0.0,18,8,10,1,0,0,,DaviJo03
356,Zach Allen,25,ARI,DT,13,13,0,0,0,0,8,0,0,0,0,0,5.5,47,23,24,10,20,0,,AlleZa01
357,Eric Johnson,24,IND,DT,14,0,0,0,0,0,0,0,0,1,0,0,0.0,3,1,2,0,0,0,,JohnEr01
358,Daniel Ekuale,28,NWE,DT,15,0,0,0,0,0,1,0,0,0,0,0,2.0,14,10,4,2,3,0,,EkuaDa00
359,Tim Settle,25,BUF,DT,15,2,0,0,0,0,1,1,0,1,0,0,1.0,19,11,8,4,2,0,,SettTi00
360,James Lynch,23,MIN,DT,15,2,0,0,0,0,0,0,0,0,0,0,0.0,20,11,9,1,0,0,,LyncJa00
361,Travis Jones,23,BAL,DT,15,3,0,0,0,0,1,0,0,0,0,0,1.0,24,14,10,1,2,0,,JoneTr00
362,Kurt Hinish,23,HOU,DT,15,3,0,0,0,0,0,0,0,0,0,0,1.0,23,11,12,6,2,0,,HiniKu00
363,John Ridgeway,23,WAS,DT,15,4,0,0,0,0,1,1,0,0,0,0,0.0,24,9,15,0,0,0,,RidgJo00
364,Angelo Blackson,30,CHI,DT,15,4,0,0,0,0,1,0,0,0,0,0,0.0,22,10,12,1,1,0,,BlacAn00
365,Jeffery Simmons,25,TEN,DT,15,15,0,0,0,0,7,1,0,0,0,0,7.5,54,25,29,9,14,0,PBAP-2,SimmJe01
366,Devonte Wyatt,24,GNB,DT,16,0,0,0,0,0,1,1,0,0,0,0,1.5,15,8,7,0,3,0,,WyatDe00
367,Khalen Saunders,26,KAN,DT,16,0,0,0,0,0,1,0,0,0,0,0,3.5,48,22,26,3,8,0,,SaunKh00
368,Marquan McCall,23,CAR,DT,16,0,0,0,0,0,0,0,0,0,0,0,0.0,15,7,8,2,1,0,,McCaMa03
369,John Jenkins,33,MIA,DT,16,0,0,0,0,0,0,0,0,0,0,0,0.0,20,8,12,0,1,0,,JenkJo00
370,Kevin Strong,26,TEN,DT,16,1,0,0,0,0,2,0,0,0,0,0,0.0,23,14,9,0,0,0,,StroKe00
371,Neville Gallimore,25,DAL,DT,16,1,0,0,0,0,1,0,0,0,0,0,1.0,33,16,17,2,1,0,,GallNe00
372,Carl Davis,30,NWE,DT,16,2,0,0,0,0,0,0,0,1,17,0,1.0,11,3,8,1,1,0,,DaviCa01
373,Jonah Williams,27,LAR,DT,16,6,0,0,0,0,0,0,0,0,0,0,0.5,23,11,12,0,4,0,,WillJo16
374,Milton Williams,23,PHI,DT,17,0,0,0,0,0,2,0,0,0,0,0,4.0,36,19,17,9,6,0,,WillMi08
375,Kentavius Street,26,NOR,DT,17,0,0,0,0,0,1,0,0,0,0,0,3.5,29,13,16,5,8,0,,StreKe00
376,Benito Jones,25,DET,DT,17,0,0,0,0,0,2,0,0,0,0,0,1.5,16,8,8,0,4,0,,JoneBe03
377,Byron Cowart,26,IND,DT,17,0,0,0,0,0,0,0,0,0,0,0,0.0,12,4,8,2,0,0,,CowaBy00
378,Tedarrell Slaton,25,GNB,DT,17,2,0,0,0,0,2,0,0,0,0,0,0.0,31,15,16,2,0,0,,SlatTe00
379,Mike Pennel,31,CHI,DT,17,2,0,0,0,0,2,1,0,1,0,0,0.0,26,16,10,2,2,0,,PennMi00
380,Nathan Shepherd,29,NYJ,DT,17,3,0,0,0,0,0,0,0,0,0,0,1.5,33,16,17,4,6,0,,ShepNa00
381,Quinton Jefferson,29,SEA,DT,17,3,0,0,0,0,2,0,0,0,0,0,5.5,29,17,12,6,13,0,,JeffQu00
382,Justin Ellis,32,NYG,DT,17,4,0,0,0,0,0,0,0,0,0,0,1.0,22,5,17,2,1,0,,ElliJu01
383,Nnamdi Madubuike,25,BAL,DT,17,16,0,0,0,0,3,0,0,0,0,0,5.5,42,26,16,8,9,0,,MaduJu00
384,DeForest Buckner,28,IND,DT,17,16,0,0,0,0,3,2,0,1,0,0,8.0,74,44,30,11,22,0,,BuckDe00
385,Cameron Heyward,33,PIT,DT,17,17,0,0,0,0,4,1,0,1,0,0,10.5,74,39,35,14,23,0,PB,HeywCa01
386,Michael Hoecht,25,LAR,DT/LB,17,6,0,0,0,0,0,1,0,0,0,0,4.5,36,23,13,4,9,0,,HoecMi00
