,Player,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
302,lacale london,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,6.0,7.0,2.0,0.0,0.0,0.0
303,laiatu latu,17.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,32.0,16.0,16.0,5.0,12.0,0.0,3.0
304,larrell murchison,11.333333333333334,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,10.666666666666666,5.666666666666667,5.0,1.3333333333333333,0.6666666666666666,0.0,0.0
305,larry ogunjobi,17.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,43.0,21.0,22.0,3.0,8.0,0.0,0.0
306,lawrence guy,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
307,leki fotu,10.0,4.333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,16.666666666666668,8.0,8.666666666666666,2.3333333333333335,0.6666666666666666,0.0,0.0
308,leonard taylor,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,24.0,13.0,11.0,4.0,4.0,0.0,0.0
309,levi drake rodriguez,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
310,levi onwuzurike,14.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.1666666666666667,22.666666666666668,11.666666666666666,11.0,1.3333333333333333,5.333333333333333,0.0,0.0
311,linval joseph,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,15.5,8.0,7.5,1.5,2.0,0.0,0.0
312,lj collier,6.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,2.6666666666666665,3.0,0.6666666666666666,2.0,0.0,0.0
313,logan hall,16.5,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5,17.0,9.0,8.0,3.5,3.5,0.0,0.0
314,lukas van ness,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,33.0,22.0,11.0,6.0,6.0,0.0,0.0
315,maason smith,11.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,10.0,7.0,3.0,4.0,0.0,0.0
316,malcolm koonce,17.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,43.0,32.0,11.0,9.0,17.0,0.0,0.0
317,malcolm roach,12.25,1.5,0.25,1.25,0.0,1.25,1.5,0.25,0.0,0.25,0.0,0.0,0.875,29.25,12.25,17.0,2.5,3.25,0.0,0.0
318,maliek collins,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,19.0,22.0,8.0,18.0,0.0,0.0
319,malik herring,8.666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,9.333333333333334,5.0,4.333333333333333,1.0,2.0,0.0,0.0
320,manny jones,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0
321,marcus davenport,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,4.5,2.0,2.5,1.0,4.0,0.0,0.0
322,margus hunt,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,8.0,3.0,0.0,0.0,0.0
323,mario addison,14.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,4.0,22.0,13.0,9.0,4.5,4.5,0.0,0.0
324,mario edwards,13.25,5.25,0.0,0.0,0.0,0.0,1.25,0.25,0.0,0.5,0.0,0.0,2.5,19.25,10.0,9.25,3.25,7.5,0.0,0.0
325,marlon davidson,8.0,2.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,15.5,9.0,6.5,1.5,1.0,0.0,0.0
326,marlon tuipulotu,7.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,11.75,6.0,5.75,1.25,1.0,0.0,0.0
327,marquan mccall,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,8.0,2.0,1.0,0.0,0.0
328,marquise copeland,8.333333333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,14.0,7.0,7.0,1.0,0.6666666666666666,0.0,0.0
329,marquiss spencer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
330,marshawn kneeland,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,9.0,5.0,2.0,3.0,0.0,0.0
331,marvin wilson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0
332,matt dickerson,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,5.0,8.5,1.0,0.5,0.0,0.0
333,matt henningsen,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,9.0,11.0,1.0,1.0,0.0,0.0
334,matthew butler,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,5.0,1.6666666666666667,3.3333333333333335,0.0,0.3333333333333333,0.0,0.0
335,matthew ioannidis,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,38.0,16.0,22.0,3.0,11.0,0.0,0.0
336,maurice hurst jr,7.666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,13.333333333333334,7.666666666666667,5.666666666666667,3.0,2.0,0.0,0.0
337,maxx crosby,17.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,14.5,90.0,55.0,35.0,23.0,31.0,0.0,12.0
338,mazi smith,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,9.0,4.0,3.0,3.0,0.0,0.0
339,mckinnley jackson,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,6.0,9.0,2.0,1.0,0.0,0.0
340,mctelvin agim,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,3.0,1.0,2.0,0.5,2.0,0.0,0.0
341,mekhi wingo,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0
342,michael danna,14.5,8.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,5.75,38.5,20.5,18.0,5.0,11.5,0.0,0.0
343,michael dogbe,10.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,18.666666666666668,9.333333333333334,9.333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0
344,michael dwumfour,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,6.5,5.0,1.5,1.0,3.0,0.0,0.0
345,michael hall,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.0,6.0,3.0,6.0,0.0,0.0
346,michael hoecht,17.0,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.25,21.5,14.5,7.0,2.0,4.5,0.0,0.0
347,micheal clemons,16.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,31.5,18.0,13.5,3.0,3.5,0.0,0.0
348,mike daniels,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0
349,mike greene,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
350,mike morris,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5,1.5,0.0,0.0,0.0,0.0
351,mike pennel,10.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,17.0,9.0,8.0,1.0,0.6666666666666666,0.0,0.0
352,mike purcell,16.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,0.0,0.0,25.0,11.0,14.0,1.0,5.0,0.0,0.0
353,milton williams,16.75,4.75,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.25,0.0,0.0,2.875,33.0,16.5,16.5,6.25,7.25,0.0,0.0
354,montez sweat,17.0,17.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,12.5,57.0,38.0,19.0,14.0,25.0,0.0,6.0
355,montravius adams,11.333333333333334,4.333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,17.666666666666668,9.0,8.666666666666666,2.0,1.3333333333333333,0.0,0.0
356,morgan fox,17.0,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.5,21.0,15.0,6.0,4.5,8.0,0.0,0.0
357,moro ojomo,12.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,4.0,7.5,0.0,2.5,0.0,0.0
358,myjai sanders,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,1.0,2.0,0.0,0.0
359,myles adams,7.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,8.5,3.0,5.5,0.75,1.25,0.0,0.0
360,myles cole,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0
361,myles garrett,16.0,16.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,14.0,42.0,33.0,9.0,17.0,30.0,0.0,10.0
362,myles murphy,15.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,20.0,10.5,9.5,2.0,3.5,0.0,0.0
363,naquan jones,11.666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,20.0,6.666666666666667,13.333333333333334,2.3333333333333335,2.0,0.0,0.0
364,nathan shepherd,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,37.0,20.0,17.0,2.6666666666666665,7.333333333333333,0.0,0.0
365,ndamukong suh,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,6.0,0.0,2.0,0.0,0.0
366,neil farrell,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6666666666666667,3.3333333333333335,0.6666666666666666,1.0,0.0,0.0
367,nesta jade silvera,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5,3.5,0.0,0.0,0.0,0.0
368,neville gallimore,12.666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,20.666666666666668,9.666666666666666,11.0,2.3333333333333335,1.6666666666666667,0.0,0.0
369,nick bosa,17.0,17.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,-3.0,0.0,10.5,53.0,34.0,19.0,16.0,35.0,0.0,6.0
370,nick thurman,9.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.666666666666667,10.333333333333334,1.0,0.6666666666666666,0.0,0.0
371,nick williams,11.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,23.5,10.5,13.0,3.5,1.5,0.0,0.0
372,nnamdi madubuike,17.0,16.666666666666668,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,8.333333333333334,47.0,28.333333333333332,18.666666666666668,10.333333333333334,19.666666666666668,0.0,6.333333333333333
373,odafe oweh,15.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,5.0,33.0,23.0,10.0,5.0,15.0,0.0,0.0
374,ogbonnia okoronkwo,15.0,2.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,3.75,27.0,18.5,8.5,8.5,7.0,0.0,0.0
375,olakunle fatukasi,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0
376,osa odighizuwa,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,26.0,20.0,9.0,13.0,0.0,0.0
377,oshane ximines,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,9.0,0.0,2.0,0.0,0.0
378,otito ogbonnia,7.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,11.5,6.0,0.5,1.0,0.0,0.0
379,pat o'connor,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,8.0,3.0,5.0,1.5,1.0,0.25,0.0
380,patrick johnson,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,14.0,9.0,5.0,0.5,1.5,0.0,0.0
381,patrick jones ii,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0
382,payton turner,7.75,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.25,0.0,0.0,1.25,12.5,7.5,5.0,2.75,2.75,0.0,0.0
383,pernell mcphee,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,11.0,3.0,2.0,3.0,0.0,0.0
384,perrion winfrey,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,12.5,4.5,8.0,0.5,1.0,0.0,0.0
385,phidarian mathis,11.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,12.5,5.0,7.5,1.0,0.5,0.0,0.0
386,phil hoskins,4.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.666666666666667,2.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0
387,pj mustipher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
388,poona ford,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,4.0,1.0,3.0,0.0,0.0
389,porter gustin,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0
390,prince emili,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
391,quinnen williams,17.0,17.0,1.0,6.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,5.5,62.0,39.0,23.0,11.0,20.0,1.0,6.0
392,quinton bohanna,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,1.0,0.0,0.0,0.0
393,quinton jefferson,14.333333333333334,5.666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,-3.3333333333333335,0.0,4.5,25.666666666666668,11.666666666666666,14.0,4.333333333333333,10.0,0.0,0.0
394,raekwon davis,17.0,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,21.5,11.0,10.5,1.5,3.0,0.0,0.0
395,raequan williams,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
396,rakeem nunez-roches,16.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,26.0,14.0,12.0,1.0,1.0,0.0,0.0
397,randy gregory,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,5.0,2.0,7.0,0.0,0.0
398,rashad weaver,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
399,rasheem green,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,8.0,7.0,2.0,5.0,0.0,0.0
400,raymond johnson,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0
401,rayshad nichols,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
402,renell wren,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
403,robert beal,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.0,6.5,4.5,0.5,0.5,0.0,0.0
404,robert nkemdiche,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,8.0,0.0,1.0,0.0,0.0
405,roderick perry,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
406,romeo okwara,8.333333333333334,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.6666666666666667,7.666666666666667,3.0,4.666666666666667,1.3333333333333333,3.0,0.0,0.0
407,ronald blair,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,12.0,16.0,4.0,4.0,0.0,0.0
408,ross blacklock,9.333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,8.666666666666666,5.666666666666667,3.0,1.3333333333333333,2.3333333333333335,0.0,0.0
409,roy lopez,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,22.0,20.0,2.0,1.0,0.0,0.0
410,roy robertson-harris,17.0,9.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.75,27.0,13.0,14.0,3.5,8.0,0.0,0.0
411,ruke orhorhoro,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,1.0,1.0,0.0,0.0
412,ryan kerrigan,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0
413,ryder anderson,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,4.0,2.0,2.0,0.0,0.0
414,sam hubbard,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,58.0,38.0,20.0,7.0,17.0,0.0,0.0
415,sam kamara,7.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,7.0,3.6666666666666665,1.0,0.0,0.0,0.0
416,sam okuayinonu,11.0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.75,23.0,14.0,9.0,3.0,4.0,0.0,0.0
417,sam roberts,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.0,1.6666666666666667,0.0,0.0,0.0,0.0
418,sam williams,16.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.5,0.0,0.0,4.25,24.0,15.0,9.0,7.5,8.0,0.5,2.5
419,samson ebukam,17.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.5,57.0,39.0,18.0,10.0,17.0,0.0,0.0
420,scott matlock,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,9.0,1.0,1.0,0.0,0.0
421,shaka toney,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0
422,shamar stephen,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,22.0,0.0,3.0,0.0,0.0
423,shaq lawson,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,6.0,2.0,7.0,0.0,0.0
424,shelby harris,17.0,7.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.5,28.0,17.0,11.0,6.0,3.0,0.0,0.0
425,sheldon day,8.333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,17.666666666666668,7.333333333333333,10.333333333333334,1.0,0.6666666666666666,0.0,0.0
426,sheldon rankins,12.666666666666666,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,4.333333333333333,0.3333333333333333,3.3333333333333335,29.0,18.0,11.0,5.0,6.0,0.0,0.0
427,shy tuttle,17.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,43.0,19.0,24.0,1.0,1.0,0.0,0.0
428,solomon byrd,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
429,solomon thomas,16.75,1.0,0.0,0.0,0.0,0.0,1.25,0.75,0.0,0.25,0.0,0.0,3.125,29.25,15.0,14.25,4.25,7.0,0.0,0.0
430,steve mclendon,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,11.0,7.0,4.0,1.0,5.0,0.0,0.0
431,ta'quon graham,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,17.5,6.0,11.5,0.5,1.5,0.0,0.0
432,taco charlton,8.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,10.5,4.0,6.5,0.0,1.0,0.0,0.0
433,taki taimani,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
434,takkarist mckinley,7.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,9.333333333333334,4.666666666666667,4.666666666666667,1.3333333333333333,3.3333333333333335,0.0,0.0
435,tanoh kpassagnon,11.666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,16.0,9.333333333333334,6.666666666666667,2.3333333333333335,5.333333333333333,0.0,0.0
436,tanzel smart,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0
437,tarron jackson,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,11.0,7.0,2.0,1.0,0.0,0.0
438,tashawn bower,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,1.0,1.5,0.5,0.5,0.0,0.0
439,taven bryan,16.333333333333332,4.333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,19.0,11.0,8.0,3.6666666666666665,3.6666666666666665,0.0,0.0
440,taylor stallworth,11.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,12.0,7.0,5.0,2.5,6.0,0.0,0.0
441,teair tart,15.0,4.5,0.5,2.0,0.0,2.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,26.5,16.0,10.5,6.5,4.5,0.0,0.0
442,tedarrell slaton,17.0,6.333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,34.666666666666664,17.333333333333332,17.333333333333332,1.3333333333333333,1.3333333333333333,0.0,0.0
443,tershawn wharton,13.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,19.333333333333332,8.0,11.333333333333334,1.0,3.6666666666666665,0.0,0.0
444,thomas booker,13.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,16.5,9.5,7.0,1.5,1.5,0.0,0.0
445,tim settle,16.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,-2.3333333333333335,0.0,0.6666666666666666,15.333333333333334,9.0,6.333333333333333,3.0,1.3333333333333333,0.0,0.0
446,tim ward,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0
